"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/31/2024","12/31/2024","12/31/2024","","Interest Payment","INT","","","$2.81"
"12/31/2024","12/31/2024","1/2/2025","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004711","$424.54","($2.00)"
"12/31/2024","12/31/2024","12/31/2024","","Gold Deposit Boost Payment","GDBP","","","$0.18"
"12/30/2024","12/30/2024","12/31/2024","BAC","Bank of America
CUSIP: 060505104
Dividend Reinvestment","Buy","0.018294","$43.73","($0.80)"
"12/27/2024","12/27/2024","12/27/2024","BAC","Cash Div: R/D 2024-12-06 P/D 2024-12-27 - 3.05949 shares at 0.26","CDIV","","","$0.80"
"12/27/2024","12/27/2024","12/30/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004667","$428.52","($2.00)"
"12/24/2024","12/24/2024","12/26/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004638","$431.14","($2.00)"
"12/23/2024","12/23/2024","12/24/2024","BRK.B","Berkshire Hathaway
CUSIP: 084670702","Buy","0.2","$453.00","($90.60)"
"12/23/2024","12/23/2024","12/24/2024","BRK.B","Berkshire Hathaway
CUSIP: 084670702","Buy","0.2","$453.00","($90.60)"
"12/23/2024","12/23/2024","12/24/2024","BAC","Bank of America
CUSIP: 060505104","Buy","2","$43.90","($87.80)"
"12/23/2024","12/23/2024","12/24/2024","","ACH Deposit","ACH","","","$300.00"
"12/20/2024","12/20/2024","12/23/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004551","$439.42","($2.00)"
"12/17/2024","12/17/2024","12/18/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004596","$435.10","($2.00)"
"12/17/2024","12/17/2024","12/18/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Dividend Reinvestment","Buy","0.000068","$435.57","($0.03)"
"12/16/2024","12/16/2024","12/16/2024","DIA","Cash Div: R/D 2024-11-15 P/D 2024-12-16 - 0.123104 shares at 0.26621","CDIV","","","$0.03"
"12/16/2024","12/16/2024","12/16/2024","BRK.B","Berkshire Hathaway
CUSIP: 084670702","REC","0.0109","",""
"12/16/2024","12/16/2024","12/16/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"12/13/2024","12/13/2024","12/16/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004472","$447.17","($2.00)"
"12/13/2024","12/13/2024","12/16/2024","MSFT","Microsoft
CUSIP: 594918104
Dividend Reinvestment","Buy","0.000266","$449.50","($0.12)"
"12/12/2024","12/12/2024","12/12/2024","MSFT","Cash Div: R/D 2024-11-21 P/D 2024-12-12 - 0.141642 shares at 0.83","CDIV","","","$0.12"
"12/11/2024","12/11/2024","12/11/2024","","ACH REVERSAL","ACH","","","($200.00)"
"12/11/2024","12/11/2024","12/11/2024","","ACH REVERSAL","ACH","","","($5.00)"
"12/10/2024","12/10/2024","12/11/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004492","$445.15","($2.00)"
"12/9/2024","12/9/2024","12/9/2024","","Instant bank transfer - account ending in 8488","RTP","","","($4.00)"
"12/9/2024","12/9/2024","12/9/2024","","Instant bank transfer - withdrawal fee","RTP","","","($1.00)"
"12/9/2024","12/9/2024","12/9/2024","","Instant bank transfer - withdrawal fee","RTP","","","($1.02)"
"12/9/2024","12/9/2024","12/9/2024","","Instant bank transfer - account ending in 8488","RTP","","","($56.98)"
"12/6/2024","12/6/2024","12/9/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004511","$443.27","($2.00)"
"12/6/2024","12/6/2024","12/9/2024","","ACH Deposit","ACH","","","$2.00"
"12/6/2024","12/6/2024","12/9/2024","BND","Vanguard Total Bond Market ETF
CUSIP: 921937835","Buy","0.01","$73.76","($0.74)"
"12/5/2024","12/5/2024","12/9/2024","","ACH Deposit","ACH","","","$5.00"
"12/5/2024","12/5/2024","12/9/2024","","ACH Deposit","ACH","","","$200.00"
"12/3/2024","12/3/2024","12/4/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004461","$448.26","($2.00)"
"12/3/2024","12/3/2024","12/4/2024","F","Ford Motor
CUSIP: 345370860
Dividend Reinvestment","Buy","0.001834","$10.90","($0.02)"
"12/2/2024","12/2/2024","12/2/2024","F","Cash Div: R/D 2024-11-07 P/D 2024-12-02 - 0.10276 shares at 0.15","CDIV","","","$0.02"
"12/2/2024","12/2/2024","12/2/2024","","Gold Deposit Boost Payment","GDBP","","","$0.10"
"11/29/2024","11/29/2024","11/29/2024","","Interest Payment","INT","","","$2.44"
"11/29/2024","11/29/2024","12/2/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004737","$422.20","($2.00)"
"11/26/2024","11/26/2024","11/26/2024","","Cash reward","MISC","","","$0.11"
"11/26/2024","11/26/2024","11/27/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004469","$447.45","($2.00)"
"11/22/2024","11/22/2024","11/25/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004817","$415.12","($2.00)"
"11/22/2024","11/22/2024","11/25/2024","","ACH Deposit","ACH","","","$300.00"
"11/19/2024","11/19/2024","11/20/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004619","$432.99","($2.00)"
"11/15/2024","11/15/2024","11/18/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004822","$414.73","($2.00)"
"11/14/2024","11/14/2024","11/14/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"11/13/2024","11/13/2024","11/14/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Dividend Reinvestment","Buy","0.000045","$439.60","($0.02)"
"11/12/2024","11/12/2024","11/12/2024","DIA","Cash Div: R/D 2024-10-18 P/D 2024-11-12 - 0.104387 shares at 0.14882","CDIV","","","$0.02"
"11/12/2024","11/12/2024","11/13/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.00454","$440.52","($2.00)"
"11/11/2024","11/11/2024","11/11/2024","","Instant bank transfer - account ending in 8488","RTP","","","($190.60)"
"11/11/2024","11/11/2024","11/11/2024","","Instant bank transfer - withdrawal fee","RTP","","","($3.40)"
"11/8/2024","11/8/2024","11/12/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004731","$422.70","($2.00)"
"11/6/2024","11/6/2024","11/7/2024","","ACH Deposit","ACH","","","$500.00"
"11/6/2024","11/6/2024","11/6/2024","","Instant bank transfer - account ending in 8488","RTP","","","($294.75)"
"11/6/2024","11/6/2024","11/6/2024","","Instant bank transfer - withdrawal fee","RTP","","","($5.25)"
"11/5/2024","11/5/2024","11/6/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004747","$421.26","($2.00)"
"11/1/2024","11/1/2024","11/4/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004838","$413.36","($2.00)"
"10/31/2024","10/31/2024","10/31/2024","","Interest Payment","INT","","","$0.73"
"10/31/2024","10/31/2024","10/31/2024","","Gold Deposit Boost Payment","GDBP","","","$0.12"
"10/29/2024","10/29/2024","10/30/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004728","$423.01","($2.00)"
"10/25/2024","10/25/2024","10/28/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004665","$428.68","($2.00)"
"10/22/2024","10/22/2024","10/23/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004657","$429.44","($2.00)"
"10/18/2024","10/18/2024","10/21/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.00479","$417.50","($2.00)"
"10/16/2024","10/16/2024","10/17/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Dividend Reinvestment","Buy","0.000256","$429.44","($0.11)"
"10/15/2024","10/15/2024","10/15/2024","DIA","Cash Div: R/D 2024-09-20 P/D 2024-10-15 - 0.08521 shares at 1.24776","CDIV","","","$0.11"
"10/15/2024","10/15/2024","10/16/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004657","$429.38","($2.00)"
"10/15/2024","10/15/2024","10/15/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"10/11/2024","10/11/2024","10/15/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004824","$414.52","($2.00)"
"10/8/2024","10/8/2024","10/9/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004761","$420.04","($2.00)"
"10/4/2024","10/4/2024","10/7/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004782","$418.16","($2.00)"
"10/2/2024","10/2/2024","10/3/2024","","ACH Deposit","ACH","","","$175.00"
"10/1/2024","10/1/2024","10/2/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004757","$420.42","($2.00)"
"10/1/2024","10/1/2024","10/2/2024","","ACH Deposit","ACH","","","$2.00"
"9/30/2024","9/30/2024","9/30/2024","","Interest Payment","INT","","","$0.19"
"9/30/2024","9/30/2024","10/1/2024","BAC","Bank of America
CUSIP: 060505104
Dividend Reinvestment","Buy","0.019924","$39.65","($0.79)"
"9/27/2024","9/27/2024","9/27/2024","BAC","Cash Div: R/D 2024-09-06 P/D 2024-09-27 - 3.039566 shares at 0.26","CDIV","","","$0.79"
"9/27/2024","9/27/2024","9/30/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004663","$428.84","($2.00)"
"9/27/2024","9/27/2024","9/30/2024","","ACH Deposit","ACH","","","$2.00"
"9/24/2024","9/24/2024","9/25/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004746","$421.35","($2.00)"
"9/24/2024","9/24/2024","9/25/2024","","ACH Deposit","ACH","","","$2.00"
"9/20/2024","9/20/2024","9/23/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004575","$437.12","($2.00)"
"9/20/2024","9/20/2024","9/23/2024","","ACH Deposit","ACH","","","$2.00"
"9/17/2024","9/17/2024","9/18/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004796","$416.97","($2.00)"
"9/17/2024","9/17/2024","9/18/2024","","ACH Deposit","ACH","","","$2.00"
"9/17/2024","9/17/2024","9/18/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Dividend Reinvestment","Buy","0.000047","$419.18","($0.02)"
"9/16/2024","9/16/2024","9/16/2024","DIA","Cash Div: R/D 2024-08-16 P/D 2024-09-16 - 0.060858 shares at 0.32675","CDIV","","","$0.02"
"9/16/2024","9/16/2024","9/16/2024","","Instant bank transfer - withdrawal fee","RTP","","","($1.00)"
"9/16/2024","9/16/2024","9/16/2024","","Instant bank transfer - account ending in 8488","RTP","","","($42.89)"
"9/16/2024","9/16/2024","9/16/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"9/13/2024","9/13/2024","9/16/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004639","$431.08","($2.00)"
"9/13/2024","9/13/2024","9/16/2024","MSFT","Microsoft
CUSIP: 594918104
Dividend Reinvestment","Buy","0.00014","$426.80","($0.06)"
"9/12/2024","9/12/2024","9/12/2024","MSFT","Cash Div: R/D 2024-08-15 P/D 2024-09-12 - 0.074782 shares at 0.75","CDIV","","","$0.06"
"9/10/2024","9/10/2024","9/11/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.00491","$407.31","($2.00)"
"9/6/2024","9/6/2024","9/9/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004969","$402.45","($2.00)"
"9/4/2024","9/4/2024","9/5/2024","","ACH Withdrawal","ACH","","","($600.00)"
"9/4/2024","9/4/2024","9/5/2024","F","Ford Motor
CUSIP: 345370860
Dividend Reinvestment","Buy","0.001801","$11.10","($0.02)"
"9/3/2024","9/3/2024","9/3/2024","F","Cash Div: R/D 2024-08-07 P/D 2024-09-03 - 0.100959 shares at 0.15","CDIV","","","$0.02"
"9/3/2024","9/3/2024","9/4/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004855","$411.87","($2.00)"
"8/30/2024","8/30/2024","8/30/2024","","Interest Payment","INT","","","$3.80"
"8/30/2024","8/30/2024","9/3/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004835","$413.62","($2.00)"
"8/27/2024","8/27/2024","8/28/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004846","$412.66","($2.00)"
"8/23/2024","8/23/2024","8/26/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004822","$414.76","($2.00)"
"8/21/2024","8/21/2024","8/22/2024","","ACH Withdrawal","ACH","","","($1,000.00)"
"8/20/2024","8/20/2024","8/21/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004898","$408.27","($2.00)"
"8/16/2024","8/16/2024","8/19/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004765","$419.66","($2.00)"
"8/16/2024","8/16/2024","8/16/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"8/13/2024","8/13/2024","8/14/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005039","$396.86","($2.00)"
"8/13/2024","8/13/2024","8/14/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Dividend Reinvestment","Buy","0.000025","$394.55","($0.01)"
"8/12/2024","8/12/2024","8/12/2024","DIA","Cash Div: R/D 2024-07-19 P/D 2024-08-12 - 0.040832 shares at 0.19438","CDIV","","","$0.01"
"8/9/2024","8/9/2024","8/12/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004905","$407.69","($2.00)"
"8/6/2024","8/6/2024","8/7/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005088","$393.01","($2.00)"
"8/2/2024","8/2/2024","8/5/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004927","$405.91","($2.00)"
"7/31/2024","7/31/2024","7/31/2024","","Interest Payment","INT","","","$6.65"
"7/30/2024","7/30/2024","7/31/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004924","$406.14","($2.00)"
"7/26/2024","7/26/2024","7/29/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004668","$428.43","($2.00)"
"7/23/2024","7/23/2024","7/24/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.00495","$404.03","($2.00)"
"7/22/2024","7/22/2024","7/23/2024","","ACH Withdrawal","ACH","","","($1,000.00)"
"7/19/2024","7/19/2024","7/22/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004583","$436.34","($2.00)"
"7/17/2024","7/17/2024","7/17/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"7/16/2024","7/16/2024","7/17/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.004899","$408.20","($2.00)"
"7/15/2024","7/15/2024","7/15/2024","DIA","Cash Div: R/D 2024-06-21 P/D 2024-07-15 - 0.020638 shares at 0.87356","CDIV","","","$0.02"
"7/12/2024","7/12/2024","7/15/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004396","$454.91","($2.00)"
"7/9/2024","7/9/2024","7/10/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005072","$394.27","($2.00)"
"7/5/2024","7/5/2024","7/8/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004272","$468.15","($2.00)"
"7/2/2024","7/2/2024","7/3/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005108","$391.54","($2.00)"
"6/28/2024","6/28/2024","6/28/2024","","Interest Payment","INT","","","$8.64"
"6/28/2024","6/28/2024","6/28/2024","BAC","Cash Div: R/D 2024-06-07 P/D 2024-06-28 - 3.039566 shares at 0.24","CDIV","","","$0.73"
"6/28/2024","6/28/2024","7/1/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004411","$453.35","($2.00)"
"6/25/2024","6/25/2024","6/26/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005115","$390.95","($2.00)"
"6/21/2024","6/21/2024","6/24/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004459","$448.46","($2.00)"
"6/18/2024","6/18/2024","6/20/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005146","$388.65","($2.00)"
"6/17/2024","6/17/2024","6/17/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"6/14/2024","6/14/2024","6/17/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004517","$442.77","($2.00)"
"6/14/2024","6/14/2024","6/17/2024","AMC","AMC Entertainment
CUSIP: 00165C302","Buy","3","$5.18","($15.54)"
"6/11/2024","6/11/2024","6/12/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005171","$386.74","($2.00)"
"6/7/2024","6/7/2024","6/10/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004696","$425.81","($2.00)"
"6/4/2024","6/4/2024","6/5/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005172","$386.67","($2.00)"
"6/3/2024","6/3/2024","6/3/2024","F","Cash Div: R/D 2024-05-08 P/D 2024-06-03 - 0.100959 shares at 0.15","CDIV","","","$0.02"
"5/31/2024","5/31/2024","5/31/2024","","Interest Payment","INT","","","$8.10"
"5/31/2024","5/31/2024","6/3/2024","MSFT","Microsoft
CUSIP: 594918104
Recurring","Buy","0.004918","$406.66","($2.00)"
"5/31/2024","5/31/2024","6/3/2024","BACHY","Bank of China
CUSIP: 06426M104","Sell","1","$11.66","$11.66"
"5/31/2024","5/31/2024","6/3/2024","MSFT","Microsoft
CUSIP: 594918104","Buy","0.02403","$416.10","($10.00)"
"5/28/2024","5/28/2024","5/29/2024","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109
Recurring","Buy","0.005149","$388.38","($2.00)"
"5/20/2024","5/20/2024","5/20/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"4/30/2024","4/30/2024","4/30/2024","","Interest Payment","INT","","","$12.88"
"4/18/2024","4/18/2024","4/22/2024","","ACH Withdrawal","ACH","","","($800.00)"
"4/18/2024","4/18/2024","4/18/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"4/16/2024","4/16/2024","4/18/2024","BAC","Bank of America
CUSIP: 060505104","Buy","3","$34.57","($103.71)"
"4/2/2024","4/2/2024","4/2/2024","BAC","Cash Div: R/D 2024-03-01 P/D 2024-04-01 - 0.039566 shares at 0.24","CDIV","","","$0.01"
"4/2/2024","4/2/2024","4/4/2024","YUMC","Yum China
CUSIP: 98850P109","Sell","29.06603","$40.05","$1,164.08"
"4/2/2024","4/2/2024","4/4/2024","YUMC","Yum China
CUSIP: 98850P109","Sell","46","$40.05","$1,842.28"
"4/1/2024","4/1/2024","4/1/2024","","Instant bank transfer - account ending in 8488","RTP","","","($786.00)"
"4/1/2024","4/1/2024","4/1/2024","","Instant bank transfer - withdrawal fee","RTP","","","($14.00)"
"4/1/2024","4/1/2024","4/3/2024","YUMC","Yum China
CUSIP: 98850P109","Sell","6.638629","$40.14","$266.47"
"4/1/2024","4/1/2024","4/3/2024","YUMC","Yum China
CUSIP: 98850P109","Sell","1","$40.14","$40.14"
"4/1/2024","4/1/2024","4/3/2024","YUMC","Yum China
CUSIP: 98850P109","Sell","17.317697","$40.14","$695.12"
"3/28/2024","3/28/2024","3/28/2024","","Interest Payment","INT","","","$3.41"
"3/26/2024","3/26/2024","3/26/2024","YUMC","Cash Div: R/D 2024-03-05 P/D 2024-03-26 - 100.022356 shares at 0.16","CDIV","","","$16.00"
"3/19/2024","3/19/2024","3/19/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"3/11/2024","3/11/2024","3/12/2024","","ACH Withdrawal","ACH","","","($1,000.00)"
"3/1/2024","3/1/2024","3/1/2024","F","Cash Div: R/D 2024-02-16 P/D 2024-03-01 - 0.100959 shares at 0.15","CDIV","","","$0.02"
"3/1/2024","3/1/2024","3/1/2024","F","Cash Div: R/D 2024-02-16 P/D 2024-03-01 - 0.100959 shares at 0.18","CDIV","","","$0.02"
"2/29/2024","2/29/2024","2/29/2024","","Interest Payment","INT","","","$6.36"
"2/20/2024","2/20/2024","2/20/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"1/31/2024","1/31/2024","1/31/2024","","Interest Payment","INT","","","$8.54"
"1/26/2024","1/26/2024","1/30/2024","BAC","Bank of America
CUSIP: 060505104","Sell","5","$33.33","$166.65"
"1/26/2024","1/26/2024","1/30/2024","F","Ford Motor
CUSIP: 345370860","Sell","2","$11.41","$22.82"
"1/26/2024","1/26/2024","1/30/2024","BACHY","Bank of China
CUSIP: 06426M104","Sell","2","$9.54","$19.07"
"1/19/2024","1/19/2024","1/19/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"1/11/2024","1/11/2024","1/16/2024","BAC","Bank of America
CUSIP: 060505104","Buy","5","$32.89","($164.45)"
"1/10/2024","1/10/2024","1/12/2024","YUMC","Yum China
CUSIP: 98850P109","Buy","7","$38.90","($272.30)"
"1/10/2024","1/10/2024","1/12/2024","YUMC","Yum China
CUSIP: 98850P109","Buy","33","$38.90","($1,283.70)"
"1/2/2024","1/2/2024","1/4/2024","BAC","Bank of America
CUSIP: 060505104
Dividend Reinvestment","Buy","0.000297","$33.60","($0.01)"
"12/29/2023","12/29/2023","12/29/2023","","Interest Payment","INT","","","$13.14"
"12/29/2023","12/29/2023","12/29/2023","BAC","Cash Div: R/D 2023-12-01 P/D 2023-12-29 - 0.039269 shares at 0.24","CDIV","","","$0.01"
"12/20/2023","12/20/2023","12/20/2023","","Gold Subscription Fee","GOLD","","","($5.00)"
"12/19/2023","12/19/2023","12/19/2023","YUMC","Cash Div: R/D 2023-11-28 P/D 2023-12-19 - 33.02269 shares at 0.13","CDIV","","","$4.29"
"12/11/2023","12/11/2023","12/11/2023","DIA","Cash Div: R/D 2023-11-20 P/D 2023-12-11 - 5.856631 shares at 0.70687","CDIV","","","$4.14"
"12/1/2023","12/1/2023","12/1/2023","F","Cash Div: R/D 2023-11-01 P/D 2023-12-01 - 0.100959 shares at 0.15","CDIV","","","$0.02"
"11/30/2023","11/30/2023","11/30/2023","","Interest Payment","INT","","","$3.29"
"11/30/2023","11/30/2023","12/4/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","25","$42.66","($1,066.50)"
"11/29/2023","11/29/2023","12/1/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","35","$42.87","($1,500.45)"
"11/29/2023","11/29/2023","11/30/2023","","ACH Deposit","ACH","","","$500.00"
"11/27/2023","11/27/2023","11/29/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","0.022356","$44.59","($1.00)"
"11/27/2023","11/27/2023","11/29/2023","YUMC","Yum China
CUSIP: 98850P109","Sell","0.22579","$44.65","$10.08"
"11/27/2023","11/27/2023","11/29/2023","YUMC","Yum China
CUSIP: 98850P109","Sell","32.7969","$44.59","$1,462.39"
"11/24/2023","11/24/2023","11/28/2023","F","Ford Motor
CUSIP: 345370860","Sell","98","$10.50","$1,028.98"
"11/24/2023","11/24/2023","11/28/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Sell","6.678688","$151.45","$1,011.48"
"11/22/2023","11/22/2023","11/27/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","10.876658","$45.97","($500.00)"
"11/20/2023","11/20/2023","11/22/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Buy","6.678688","$149.73","($1,000.00)"
"11/17/2023","11/17/2023","11/21/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Sell","5.856631","$349.10","$2,044.53"
"11/16/2023","11/16/2023","11/20/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Sell","7","$149.05","$1,043.34"
"11/16/2023","11/16/2023","11/20/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Sell","0.160669","$149.06","$23.95"
"11/9/2023","11/9/2023","11/13/2023","F","Ford Motor
CUSIP: 345370860","Buy","100","$9.80","($980.00)"
"11/6/2023","11/6/2023","11/8/2023","AMZN","Amazon
CUSIP: 023135106","Sell","0.031907","$138.71","$4.43"
"11/2/2023","11/2/2023","11/6/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","4.999864","$335.06","($1,675.25)"
"11/2/2023","11/2/2023","11/6/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","0.856767","$335.05","($287.06)"
"11/2/2023","11/2/2023","11/6/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","21.996015","$45.28","($995.94)"
"11/2/2023","11/2/2023","11/6/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","0.089684","$45.27","($4.06)"
"11/2/2023","11/2/2023","11/6/2023","AMZN","Amazon
CUSIP: 023135106","Sell","0.29146","$137.24","$40.00"
"10/30/2023","10/30/2023","11/1/2023","BAC","Bank of America
CUSIP: 060505104","Buy","0.039269","$25.46","($1.00)"
"10/30/2023","10/30/2023","11/1/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Buy","6.799252","$147.08","($1,000.00)"
"10/30/2023","10/30/2023","11/1/2023","F","Ford Motor
CUSIP: 345370860","Buy","0.100959","$9.90","($1.00)"
"10/30/2023","10/30/2023","11/1/2023","F","Ford Motor
CUSIP: 345370860","Sell","82.580622","$10.08","$832.39"
"9/19/2023","9/19/2023","9/21/2023","YUMC","Yum China
CUSIP: 98850P109
Dividend Reinvestment","Buy","0.000174","$57.18","($0.01)"
"9/18/2023","9/18/2023","9/18/2023","YUMC","Cash Div: R/D 2023-08-28 P/D 2023-09-18 - 0.060159 shares at 0.13","CDIV","","","$0.01"
"9/7/2023","9/7/2023","9/7/2023","JNJ","Cash Div: R/D 2023-08-28 P/D 2023-09-07 - 0.361417 shares at 1.19","CDIV","","","$0.43"
"9/1/2023","9/1/2023","9/1/2023","F","Cash Div: R/D 2023-07-25 P/D 2023-09-01 - 36.027027 shares at 0.15","CDIV","","","$5.40"
"8/15/2023","8/15/2023","8/17/2023","F","Ford Motor
CUSIP: 345370860","Buy","0.012468","$12.03","($0.15)"
"8/15/2023","8/15/2023","8/17/2023","F","Ford Motor
CUSIP: 345370860","Buy","29","$12.03","($348.87)"
"8/15/2023","8/15/2023","8/17/2023","F","Ford Motor
CUSIP: 345370860","Buy","0.293726","$12.04","($3.53)"
"8/15/2023","8/15/2023","8/17/2023","NFLX","Netflix
CUSIP: 64110L106","Sell","0.441378","$424.37","$187.31"
